efficiencySum	efficiencyAvg	efficiencyMax	effectiveSizeSum	effectiveSizeAvg	effectiveSizeMax	constraintSum	constraintAvg	constraintMax	hierarchySum	hierarchyAvg	hierarchyMax	developers	commits	updates	class
4,4722879	0,745381317	1	152,8030976	25,46718294	84,15408715	3,742683189	0,623780532	1	2,944659501	0,490776583	1	6	110	20	less
5,10242043	0,637802554	1	172,8052424	21,6006553	84,15408715	4,307912864	0,538489108	1	4,606454081	0,57580676	1	8	93	19	less
1,783986621	0,891993311	1	53,52710364	26,76355182	52,52710364	1,471890192	0,735945096	1	1,662657174	0,831328587	1	2	66	13	less
1,885832496	0,942916248	1	85,15408715	42,57704358	84,15408715	1,353434686	0,676717343	1	1,660344311	0,830172156	1	2	110	10	less
4,4722879	0,745381317	1	152,8030976	25,46718294	84,15408715	3,742683189	0,623780532	1	2,944659501	0,490776583	1	6	150	19	less
1,885832496	0,942916248	1	85,15408715	42,57704358	84,15408715	1,353434686	0,676717343	1	1,660344311	0,830172156	1	2	105	13	less
2,885832496	0,721458124	1	87,15408715	21,78852179	84,15408715	2,984956925	0,746239231	1	1,872937059	0,468234265	1	4	118	19	less
1,885832496	0,942916248	1	85,15408715	42,57704358	84,15408715	1,353434686	0,676717343	1	1,660344311	0,830172156	1	2	102	16	less
2,219483533	0,739827844	1	86,15504026	28,71834675	84,15408715	2,370164499	0,790054833	1,016729813	2,562780226	0,854260075	1	3	112	15	less
2,169819118	0,723273039	0,885832496	137,6811908	45,89373026	84,15408715	1,563552122	0,521184041	0,738227244	1,378257593	0,459419198	0,662657174	3	70	15	less
1,885832496	0,942916248	1	85,15408715	42,57704358	84,15408715	1,353434686	0,676717343	1	1,660344311	0,830172156	1	2	54	9	less
2,885832496	0,721458124	1	87,15408715	21,78852179	84,15408715	2,984956925	0,746239231	1	1,872937059	0,468234265	1	4	150	23	less
3,983996596	0,663999433	1	114,2040441	19,03400735	84,15408715	4,337769242	0,72296154	1	2,994729011	0,499121502	1	6	152	22	less
3,309526009	0,827381502	1	149,1959148	37,29897871	84,15408715	2,174702498	0,543675624	1	2,684271813	0,671067953	1	4	106	22	less
5,809526009	0,726190751	1	153,1959148	19,14948935	84,15408715	5,54445198	0,693056498	1	3,952120669	0,494015084	1	8	103	33	less
1,885832496	0,942916248	1	85,15408715	42,57704358	84,15408715	1,353434686	0,676717343	1	1,660344311	0,830172156	1	2	80	6	less
5,176427602	0,575158622	1	182,1895288	20,24328097	84,15408715	6,647994277	0,738666031	1,016729813	6,024817531	0,66942417	1	9	157	23	less
